id,descripteur,disparition,envergure,espece,famille,genre,image,localisation,ordre,poids,taille,text,title,class_bird,french_name,english_name
21,"Linnaeus, 1758",,20 à 28 cm.,erythrophthalmus,"
 ",Passerellidés,https://www.oiseaux.net/photos/serge.nicolle/images/tohi.a.flancs.roux.seni.1p.jpg,,Passériformes,32 à 52 g,21 cm,Tohi à flancs roux (Pipilo erythrophthalmus) est un oiseau qui appartient à la famille des Passerellidés.,Tohi à flancs roux,021.Eastern_Towhee,Tohi à flancs roux,Eastern Towhee
140,"Linnaeus, 1758",,28 à 30 cm.,rubra,"
 ",Cardinalidés,https://www.oiseaux.net/photos/serge.nicolle/images/tangara.vermillon.seni.2p.jpg,,Passériformes,,18 cm,Tangara vermillon (Piranga rubra) est un oiseau qui appartient à la famille des Cardinalidés.,Tangara vermillon,140.Summer_Tanager,Tangara vermillon,Summer Tanager
139,"Gmelin, JF, 1789",,25 à 29 cm.,olivacea,"
 ",Cardinalidés,https://www.oiseaux.net/photos/serge.nicolle/images/tangara.ecarlate.seni.1p.jpg,,Passériformes,23 à 28 g,17 cm,Tangara écarlate (Piranga olivacea) est un oiseau qui appartient à la famille des Cardinalidés.,Tangara écarlate,139.Scarlet_Tanager,Tangara écarlate,Scarlet Tanager
66,"Audubon, 1839",,132 à 142 cm.,occidentalis,"
 ",Laridés,https://www.oiseaux.net/photos/serge.nicolle/images/goeland.d.audubon.seni.2p.jpg,,Charadriiformes,800 à 1250 g,66 cm,Goéland d'Audubon (Larus occidentalis) est un oiseau qui appartient à la famille des Laridés.,Goéland d'Audubon,066.Western_Gull,Goéland d'Audubon,Western Gull
44,"Gmelin, JF, 1789",,205 à 230 cm.,minor,"
 ",Frégatidés,https://www.oiseaux.net/photos/serge.nicolle/images/fregate.du.pacifique.seni.0p.jpg,,Suliformes,1000 à 1640 g,105 cm,Frégate du Pacifique (Fregata minor) est un oiseau qui appartient à la famille des Frégatidés.,Frégate du Pacifique,044.Frigatebird,Frégate du Pacifique,Great Frigatebird
144,"Linnaeus, 1758",LC,72 à 83 cm.,hirundo,"
 ",Laridés,https://www.oiseaux.net/photos/denis.chavigny/images/sterne.pierregarin.dcha.2p.jpg,,Charadriiformes,90 à 150 g,39 cm,"Les sternes, parfois appelées hirondelles de mer, sont des oiseaux aux longues ailes et au vol gracieux. Leur tête est couverte d'une calotte noire tandis que le reste de leur plumage est blanc et cendré, comme les mouettes. La différence entre les espèces de sternes est assez subtile. Il faut regarder le bec, les pattes, la forme de la queue et l'allure. La Sterne pierregarin a le bec rouge terminé par une pointe noire. Ses pattes sont rouges. On veillera à ne pas confondre la Sterne pierregarin avec la Sterne arctique, plus rare, dont le bec est complètement rouge-sang et la queue plus longue et plus échancrée. Les critères de couleur du bec sont valables seulement lorsque les oiseaux sont en plumage nuptial.",Sterne pierregarin,144.Common_Tern,Sterne pierregarin,Common Tern
145,"Gambel, 1849",,76 à 81 cm.,elegans,"
 ",Laridés,https://www.oiseaux.net/photos/denis.chavigny/images/sterne.elegante.dcha.0p.jpg,,Charadriiformes,217 à 300 g,43 cm,"Cette sterne de taille moyenne, a un long bec orange, une calotte noire, avec un plumage ébouriffé à la nuque. Les parties supérieures sont de couleur gris clair, et les inférieures blanches avec parfois des nuances roses sur les plumes du ventre. Les pattes sont noires. La sterne élégante a un aspect très semblable à la Sterne royale mais on peut les différencier grâce à son bec qui est plus long, plus étroit, légèrement incurvé et souvent d'un orange plus vif, et par sa huppe qui est plus hirsute. En plumage internuptial le front est blanc et elle n'a pas de cercle oculaire blanc. Les juvéniles ont le dessus plus pâle avec des motifs écailleux gris.
Quelques critères permettent de la distinguer des autres sternes proches. La crête est moins hirsute que celle de la sterne à crête. Le noir de la couronne qui descend jusqu'au niveau de l'œil le dépasse un peu en avant, créant une petite bavure noire alors que chez la Sterne royale le noir s'arrête à l'œil. Elle a une allure légèrement plus élancée et plus mince et la courbe du bec est un peu moindre que chez la sterne à crête. Elle est sensiblement plus pâle sur le dessus que la sterne à crête, avec une culotte blanche (sans gris).",Sterne élégante,145.Elegant_Tern,Sterne élégante,Elegant Tern
146,"Nuttall, 1834",,73 à 82 cm.,forsteri,"
 ",Laridés,https://www.oiseaux.net/photos/barry.kent.mackay/images/sterne.de.forster.bkma.0p.jpg,,Charadriiformes,150 à 193 g,36 cm,Sterne de Forster (Sterna forsteri) est un oiseau qui appartient à la famille des Laridés.,Sterne de Forster,146.Forsters_Tern,Sterne de Forster,Forster's Tern
143,"Pallas, 1770",LC,127 à 140 cm.,caspia,"
 ",Laridés,https://www.oiseaux.net/photos/denis.chavigny/images/sterne.caspienne.dcha.0p.jpg,,Charadriiformes,550 à 750 g,56 cm,"La Sterne caspienne est la plus grande des sternes. Les deux sexes sont identiques. En été, les adultes ont le manteau et les ailes gris pâle, plus foncé à l'extérieur des primaires, formant une pointe sombre sous l'aile en vol. La tête est blanche, avec le front, la calotte et la nuque noirs. Le dessous du corps et la queue sont blancs. Le bec est puissant, pointu, rouge avec le bout noir. Les pattes sont noires. 
Les juvéniles sont assez semblables aux adultes en hiver, mais avec des taches foncées d'un bout à l'autre des couvertures sur les ailes, et sur la queue. La tête a des marques sombres. Les pattes sont rose foncé.",Sterne caspienne,143.Caspian_Tern,Sterne caspienne,Caspian Tern
141,"Pontoppidan, 1763",LC,76 à 85 cm.,paradisaea,"
 ",Laridés,https://www.oiseaux.net/photos/denis.chavigny/images/sterne.arctique.dcha.2p.jpg,,Charadriiformes,80 à 120 g,36 cm,"C'est un oiseau très proche de la Sterne pierregarin et sa différenciation est particulièrement difficile sauf dans de bonnes conditions d'observation. Toutefois, quelques critères morphologiques permettent de la distinguer, en particulier son allure générale plus ramassée en raison de sa tête plus petite et arrondie, son bec plus court, son corps assez allongé disposé sur des pattes d'une taille extrêmement modeste. Chez l'adulte nuptial, ce sont pourtant les détails physiques qui permettent de marquer la différence : des filets de queue plus longs, dépassant de peu le bout de l'aile quand elle est posée, un bec et des pattes plus courts et d'un rouge plus foncé, et surtout un dessous typiquement plus gris que celui de la plupart des sternes pierregarins. Quelques derniers détails viennent confirmer la distinction. Chez la sterne arctique, les faces latérales de la tête et les joues sont plus blanches, la calotte noire descend moins largement sur la nuque, les rémiges primaires ne portent pas les marques sombres d'usure que l'on peut constater chez son homologue pierregarin. En plumage hivernal, la sterne arctique subit trois transformations mineures : le front blanchit, la couleur du bec devient noire et les filets de la queue sont plus courts.",Sterne arctique,141.Artic_Tern,Sterne arctique,Arctic Tern
7,"Pallas, 1769",,-,psittacula,"
 ",Alcidés,https://www.oiseaux.net/photos/serge.nicolle/images/starique.perroquet.seni.2p.jpg,https://www.oiseaux.net/maps/images/starique.perroquet.1.200.w.png,Charadriiformes,,25 cm,Starique perroquet (Aethia psittacula) est un oiseau qui appartient à la famille des Alcidés.,Starique perroquet,007.Parakeet_Auklet,Starique perroquet,Parakeet Auklet
5,"Pallas, 1769",,40 à 50 cm.,cristatella,"
 ",Alcidés,https://www.oiseaux.net/photos/serge.nicolle/images/starique.cristatelle.seni.2p.jpg,https://www.oiseaux.net/maps/images/starique.cristatelle.1.200.w.png,Charadriiformes,50 à 265 g,20 cm,"Cet alcidé, originaire du Pacifique Nord est nettement plus grand que le Mergule nain et présente en toutes saisons un plumage tout gris fuligineux y compris au dessous de l'aile. L'iris est pâle et il possède un court bec épais. En plumage nuptial, la starique cristatelle affiche un bec et des commissures orange vif, une fine touffe de plumes blanches en arrière de l'oeil. Son caractère distinctif le plus remarquable est constitué par une huppe noire frontale bouclée vers l'avant. En hiver, son aspect général subit très peu de transformations : le bec est moins vif, la touffe de plumes blanches disparaît et la huppe est plus courte. Les juvéniles ne portent aucune plume ornementale à la tête et le bec est sombre et plus petit. 

En vol, la starique cristatelle a une apparence entièrement gris foncé ou noirâtre, ses ailes sont légèrement plus longues que celles du mergule. Il peut être confondu avec un mergule mazouté, un macareux nageant bas sur l'eau et dont le dessous blanc est masqué, ou encore avec un guillemot à miroir de la rare forme sans plage alaire blanche. Toutefois, la forme du bec doit éviter toute erreur.",Starique cristatelle,005.Crested_Auklet,Starique cristatelle,Crested Auklet
34,,,,,,,https://www.oiseaux.net/photos/lars.petersson/images/roselin.a.tete.grise.lape.2p.152.h.jpg,,,,,Roselin à tête grise (Leucosticte tephrocotis) est un oiseau qui appartient à la famille des Fringillidés.,Roselin à tête grise,034.Gray_crowned_Rosy_Finch,Roselin à tête grise,Grey-crowned Rosy Finch
11,"Müller, PLS, 1776",,-,carolinus,"
 ",Ictéridés,https://www.oiseaux.net/photos/serge.nicolle/images/quiscale.rouilleux.seni.0p.jpg,https://www.oiseaux.net/maps/images/quiscale.rouilleux.1.200.w.png,Passériformes,-,21 à 23 cm,Quiscale rouilleux (Euphagus carolinus) est un oiseau qui appartient à la famille des Ictéridés.,Quiscale rouilleux,011.Rusty_Blackbird,Quiscale rouilleux,Rusty Blackbird
22,,,,,,,,,,,,Engoulevent de Caroline (Antrostomus carolinensis) est un oiseau qui appartient à la famille des Caprimulgidés.,Engoulevent de Caroline,022.Chuck_will_Widow,Engoulevent de Caroline,Chuck-will's-widow
32,"Gmelin, JF, 1788",LC,38 à 43 cm.,minor,"
 ",Cuculidés,https://www.oiseaux.net/photos/john.gerrard.keulemans/images/coulicou.manioc.jgke.1p.jpg,https://www.oiseaux.net/maps/images/coulicou.manioc.1.200.w.png,Cuculiformes,64 à 102 g,34 cm,"Les adultes ont des parties supérieures brun grisâtre plus ou moins foncé. Le capuchon est gris, séparé des parties inférieures claires de la face par un large masque noir qui couvre l'oeil et la totalité des couvertures auriculaires. Les rémiges sont brunes, les plumes de la queue sont noires, avec des extrémités ovales blanches. Le coulicou manioc est polymorphique et peut être observé dans deux phases différentes : dans la phase sombre, le dessous présente une belle teinte cannelle alors que dans la phase claire, il est blanchâtre avec des nuances chamoisées. L'anneau orbital varie du gris discret au jaune, les iris sont bruns. Le bec massif, légèrement courbé vers le bas, présente une mandibule supérieure noire contrastant avec la mandibule inférieure jaune ou orange. Les pieds sont gris. Les 2 sexes sont rigoureusement semblables. 
Chez les juvéniles, les couvertures alaires et les rémiges sont bordées de roux. Le masque facial et les ornements de la queue sont à peine visibles. La variation de couleur sur les parties supérieures et le plus ou moins grand apport de chamois sur le dessous n'est apparemment pas lié à la situation géographique. 
Les coulicous maniocs sont parfois confondus avec les coulicous à bec jaune qui sont des migrateurs hivernaux. En Martinique, les 2 espèces sont appelées ""gangan"". Le coulicou à bec jaune qui vient d'Amérique du Nord,est plus petit, possède un dessous entièrement blanc. Ses rémiges primaires et secondaires ont une teinte rousse.",Coulicou manioc,032.Mangrove_Cuckoo,Coulicou manioc,Mangrove Cuckoo
25,"Pallas, 1811",,-,pelagicus,"
 ",Phalacrocoracidés,https://www.oiseaux.net/photos/serge.nicolle/images/cormoran.pelagique.seni.0p.jpg,https://www.oiseaux.net/maps/images/cormoran.pelagique.1.200.w.png,Suliformes,1474 à 2438 g,76 cm,Cormoran pélagique (Urile pelagicus) est un oiseau qui appartient à la famille des Phalacrocoracidés.,Cormoran pélagique,025.Pelagic_Cormorant,Cormoran pélagique,Pelagic Cormorant
17,"Linnaeus, 1758",LC,25 à 31 cm.,cardinalis,"
 ",Cardinalidés,https://www.oiseaux.net/photos/denis.chavigny/images/cardinal.rouge.dcha.0p.jpg,,Passériformes,42 à 48 g,24 cm,"Chez le mâle adulte de la race nominale, le capuchon aux plumes allongées, les côtés de la face et la quasi totalité des parties supérieures forment un bel ensemble rouge éclatant. La nuque, le dos et le croupion affichent un rouge un peu plus sombre, avec des plumes aux extrémités grisâtres. Les lores, le bas du front, la zone qui entoure le bec et la grande majorité de la gorge sont noirs, formant une barbe. Les vexilles internes des rémiges ont une teinte gris rosâtre, les vexilles externes sont rougeâtres formant un trait rouge sur la bordure de l'aile quand celle-ci est fermée. Les couvertures alaires et l'alula sont d'un rouge plus terne. Les rectrices rouge foncé n'ont pas une apparence éclatante. Les iris sont brun sombre, le bec rouge-orange. Les pattes sont brun moyen.
Chez les femelles, le dessus est brun moyen, contrastant avec le dessous qui est plus brun-chamois. Les plumes allongées de la huppe sont fortement nuancées de rouge rosâtre. Il y a un peu de rose sur la face, le masque noir est aussi développé que celui du mâle mais il présente une couleur noir grisâtre. Les rémiges sont plus ou moins teintées de rose, y compris les tertiaires. Les couvertures alaires sont en majorité brunâtres. Le dessous des ailes est rose éclatant. Les rectrices gris brunâtre ont des taches roses sur le centre des plumes. Les parties nues sont très semblables à celles du mâles.
Les juvéniles sont semblables aux femelles mais l'ensemble est bien plus terne et la huppe est extrêmement réduite ou absente. Le bec varie du noir au gris sombre. Les iris sont gris. Les jeunes mâles peuvent avoir un peu de rouge sur la poitrine et sur les flancs. 
Les différentes races se distinguent par leur taille, la plus ou moins grande intensité de rouge sur le plumage du mâle. La huppe et la barbe du menton ont un développement variable. Les races mariae et carneus ont les couleurs les plus remarquables après la race nominale.",Cardinal rouge,017.Cardinal,Cardinal rouge,Northern Cardinal
86,"Lawrence, 1858",,-,pacifica,"
 ",Gaviidés,https://www.oiseaux.net/photos/serge.nicolle/images/plongeon.du.pacifique.seni.1p.jpg,https://www.oiseaux.net/maps/images/plongeon.du.pacifique.1.200.w.png,Gaviiformes,-,cm,Plongeon du Pacifique (Gavia pacifica) est un oiseau qui appartient à la famille des Gaviidés.,Plongeon du Pacifique,086.Pacific_Loon,Plongeon du Pacifique,Pacific Loon
2,"Rothschild, 1893",,195 à 215 cm.,immutabilis,"
 ",Diomédéidés,https://www.oiseaux.net/photos/john.gerrard.keulemans/images/albatros.de.laysan.jgke.0p.jpg,,Procellariiformes,2210 à 2800 g,81 cm,"Les albatros de Laysan présentent une tête, un cou et des parties inférieures blancs qui contrastent remarquablement avec le manteau et les couvertures sus-alaires noirs. Le dessous des ailes affiche des bordures sombres et des rayures irrégulières sur les couvertures principales. Le bec varie du gris au jaune avec une pointe terminale plus foncée. Les tarses et les palmes des pieds sont roses.",Albatros de Laysan,002.Laysan_Albatross,Albatros de Laysan,Laysan Albatross
